WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (1771735.8694 5885687.7103)",165100,Ramarama,43.61591016,43.61591016,1771735.8694,5885687.7103,-37.15945142,174.93408164,1771735.8694,5885687.7103
"POINT (1785031.5748 5893941.2458)",165200,Hunua,77.83513493,77.83513493,1785031.5748,5893941.2458,-37.08256361,175.08169261,1785031.5748,5893941.2458
"POINT (1768286.032 5883226.2613)",165300,Pukekohe North West,4.78236896,4.78236896,1768286.03205,5883226.26125,-37.18225476,174.89580342,1768286.032,5883226.2613
"POINT (1771801.8061 5882702.4606)",165400,Anselmi Ridge,7.53297597,7.53297597,1771801.8061,5882702.46055,-37.18633345,174.93550996,1771801.8061,5882702.4606
"POINT (1767555.433 5881163.477)",165500,Pukekohe West,2.20764245,2.20764245,1767555.43295,5881163.47695,-37.20097025,174.88803986,1767555.433,5881163.477
"POINT (1769596.8936 5882565.5008)",165600,Cape Hill,0.71737513,0.71737513,1769596.8936,5882565.50075,-37.18797047,174.9107133,1769596.8936,5882565.5008
"POINT (1768239.6802 5880474.6516)",165700,Rosa Birch Park,0.79170524,0.79170524,1768239.6802,5880474.6516,-37.20705288,174.8959015,1768239.6802,5880474.6516
"POINT (1769786.4821 5881561.9777)",165800,Rooseville Park,1.34580916,1.34580916,1769786.4821,5881561.9777,-37.19697684,174.91307633,1769786.4821,5881561.9777
"POINT (1767930.2202 5879495.9994)",165900,Cloverlea (Auckland),2.37781817,2.37781817,1767930.2202,5879495.9994,-37.21592548,174.8926362,1767930.2202,5879495.9994
"POINT (1769781.833 5880236.4427)",166000,Pukekohe Central,2.93912945,2.93912945,1769781.833,5880236.4427,-37.20891954,174.9133255,1769781.833,5880236.4427
"POINT (1768824.669 5879884.1665)",166100,Pukekohe Hospital,0.7348586,0.7348586,1768824.66895,5879884.16645,-37.21226696,174.90262406,1768824.669,5879884.1665
"POINT (1770265.3554 5878182.2557)",166200,Buckland,8.62446111,8.62446111,1770265.3554,5878182.25575,-37.22733765,174.91924064,1770265.3554,5878182.2557
"POINT (1777752.7491 5883796.0144)",166300,Bombay Hills,31.68201967,31.68201967,1777752.74905,5883796.01435,-37.17536804,175.0022561,1777752.7491,5883796.0144
"POINT (1784944.1313 5886805.4466)",166400,Ararimu,91.30824094,91.30824094,1784944.13125,5886805.4466,-37.14686222,175.08246983,1784944.1313,5886805.4466
"POINT (1821686.2508 5935573.941)",166500,Colville,542.61700961,542.61700961,1821686.25075,5935573.94095,-36.69966402,175.48157611,1821686.2508,5935573.941
"POINT (1850049.1636 5944141.6566)",166600,Islands Thames-Coromandel District,35.38512732,35.38512732,1850049.1636,5944141.6566,-36.6154806,175.79595633,1850049.1636,5944141.6566
"POINT (1822787.357 5929316.9804)",166700,Coromandel,10.86995774,10.86995774,1822787.35695,5929316.9804,-36.75575844,175.49571548,1822787.357,5929316.9804
"POINT (1820328.0472 5925776.611)",166800,Inlets Thames-Coromandel District,0,91.65504543,1820328.0472,5925776.61095,-36.78821889,175.46921201,1820328.0472,5925776.611
"POINT (1832883.8981 5919279.0197)",166900,Mercury Bay North,305.23054246,305.23054246,1832883.89805,5919279.01965,-36.84372857,175.61178473,1832883.8981,5919279.0197
"POINT (1838471.3043 5921599.6044)",167000,Whitianga North,12.51361931,12.51361931,1838471.30425,5921599.60435,-36.82143931,175.6736582,1838471.3043,5921599.6044
"POINT (1840208.9993 5920197.7134)",167100,Whitianga South,4.82697456,4.87532636,1840208.9993,5920197.7134,-36.8336234,175.69356396,1840208.9993,5920197.7134
"POINT (1826343.3173 5901575.298)",167200,Thames Coast,116.10186822,116.10186822,1826343.3173,5901575.298,-37.0047507,175.54379335,1826343.3173,5901575.298
"POINT (1845020.5031 5919285.4216)",167300,Cooks Beach-Ferry Landing,2.69680107,2.69680107,1845020.50305,5919285.4216,-36.84060376,175.74775563,1845020.5031,5919285.4216
"POINT (1841805.3163 5904767.4218)",167400,Mercury Bay South,359.35416515,359.35416515,1841805.31625,5904767.42185,-36.97215776,175.71637026,1841805.3163,5904767.4218
"POINT (1833276.6417 5889986.341)",167500,Kauaeranga,180.50262398,180.50262398,1833276.6417,5889986.34095,-37.1074127,175.62523646,1833276.6417,5889986.341
"POINT (1826155.3942 5887501.2441)",167600,Thames North,2.62218648,2.62218648,1826155.39415,5887501.24405,-37.13153868,175.54591871,1826155.3942,5887501.2441
"POINT (1825730.4387 5886537.2033)",167700,Thames Central,1.27303449,1.27303449,1825730.4387,5886537.2033,-37.14032281,175.54142966,1825730.4387,5886537.2033
"POINT (1827268.3093 5885518.7047)",167800,Thames South,3.27854971,3.27854971,1827268.3093,5885518.7047,-37.1491222,175.55903757,1827268.3093,5885518.7047
"POINT (1845993.5353 5890332.3144)",167900,Hikuai,284.15589604,284.15589604,1845993.53535,5890332.31435,-37.10104385,175.76808748,1845993.5353,5890332.3144
"POINT (1827308.0331 5883434.6661)",168000,Totora-Kopu,8.38949216,8.38949216,1827308.03315,5883434.66605,-37.16787966,175.56011763,1827308.0331,5883434.6661
"POINT (1853933.5476 5901920.0666)",168100,Tairua,4.17166395,4.17166395,1853933.5476,5901920.06655,-36.99459914,175.85342329,1853933.5476,5901920.0666
"POINT (1853932.6087 5897560.39)",168200,Pauanui,9.89683611,9.89683611,1853932.60865,5897560.39,-37.03385041,175.85488182,1853932.6087,5897560.39
"POINT (1836039.3558 5875488.602)",168300,Matatoki-Puriri,161.09379341,161.09379341,1836039.35575,5875488.602,-37.23726446,175.66087396,1836039.3558,5875488.602
"POINT (1851259.8719 5881933.047)",168400,Whangamata Rural,153.63912287,153.63912287,1851259.8719,5881933.047,-37.17526649,175.83010048,1851259.8719,5881933.047
"POINT (1854371.6843 5877593.4821)",168500,Whangamata,8.45990329,8.45990329,1854371.68425,5877593.48215,-37.21349281,175.86658897,1854371.6843,5877593.4821
"POINT (1802232.6118 5890106.6344)",168600,Miranda-Pukorokoro,81.34040383,81.34040383,1802232.6118,5890106.63435,-37.11354894,175.27611278,1802232.6118,5890106.6344
"POINT (1812507.5911 5873150.7409)",168700,Hauraki Plains North,178.73887502,178.73887502,1812507.59105,5873150.7409,-37.26398219,175.39649071,1812507.5911,5873150.7409
"POINT (1825626.0243 5875671.8334)",168800,Hauraki Plains East,90.71412544,90.71412544,1825626.02425,5875671.8334,-37.23819335,175.54353689,1825626.0243,5875671.8334
"POINT (1820890.9188 5871266.7791)",168900,Ngatea,3.35368512,3.35368512,1820890.91875,5871266.7791,-37.27899729,175.4915105,1820890.9188,5871266.7791
"POINT (1819868.1396 5862821.6333)",169000,Hauraki Plains South,251.34905576,251.34905576,1819868.1396,5862821.63325,-37.355292,175.48248555,1819868.1396,5862821.6333
"POINT (1828270.5803 5858358.2308)",169100,Paeroa Rural,272.5613858,272.5613858,1828270.58025,5858358.23075,-37.39345524,175.57864603,1828270.5803,5858358.2308
"POINT (1836764.6097 5860132.1062)",169200,Paeroa,6.86969579,6.86969579,1836764.60965,5860132.10615,-37.37535256,175.67393688,1836764.6097,5860132.1062
"POINT (1846339.8214 5853050.1636)",169300,Waihi Rural,375.75229172,375.75229172,1846339.8214,5853050.16365,-37.43661886,175.78432191,1846339.8214,5853050.1636
"POINT (1850859.1995 5858512.6746)",169400,Waihi North,2.63486749,2.63486749,1850859.1995,5858512.6746,-37.38622736,175.83349229,1850859.1995,5858512.6746
"POINT (1852831.3111 5858891.5643)",169500,Waihi East,4.07789326,4.07789326,1852831.31105,5858891.5643,-37.3822807,175.85561293,1852831.3111,5858891.5643
"POINT (1851178.9255 5857267.6994)",169600,Waihi South,2.69478875,2.69478875,1851178.9255,5857267.69935,-37.397349,175.83752238,1851178.9255,5857267.6994
"POINT (1757342.856 5871331.9682)",169700,Aka Aka,186.86632842,186.86632842,1757342.85605,5871331.9682,-37.29132737,174.77509206,1757342.856,5871331.9682
"POINT (1793213.299 5885715.6877)",169800,Mangatangi,257.805407,257.805407,1793213.29905,5885715.6877,-37.1550063,175.17580209,1793213.299,5885715.6877
"POINT (1773062.8815 5871589.8385)",169900,Tuakau Rural,46.00082206,46.00082206,1773062.88145,5871589.8385,-37.28621227,174.95229059,1773062.8815,5871589.8385
"POINT (1772763.191 5874815.0088)",170000,Tuakau North,2.69478358,2.69478358,1772763.19095,5874815.0088,-37.25721309,174.94816256,1772763.191,5874815.0088
"POINT (1766082.7236 5863077.8628)",170100,Onewhero,205.40043726,205.40043726,1766082.7236,5863077.8628,-37.36416985,174.87549359,1766082.7236,5863077.8628
"POINT (1777758.7422 5873274.7343)",170200,Pokeno Rural,88.62761866,88.62761866,1777758.74215,5873274.73425,-37.27014853,175.00483175,1777758.7422,5873274.7343
"POINT (1772043.3642 5872138.0485)",170300,Tuakau South,2.65915739,2.65915739,1772043.36415,5872138.04845,-37.28146265,174.94066878,1772043.3642,5872138.0485
"POINT (1757437.6248 5852246.5503)",170400,Port Waikato-Waikaretu,210.11800788,210.11800788,1757437.62475,5852246.5503,-37.46326144,174.78022151,1757437.6248,5852246.5503
"POINT (1779184.4366 5876128.3217)",170500,Pokeno,6.43987199,6.43987199,1779184.43655,5876128.3217,-37.24416888,175.0202153,1779184.4366,5876128.3217
"POINT (1777595.5201 5863757.9239)",170600,Pukekawa,140.86462885,140.86462885,1777595.5201,5863757.92385,-37.35591115,175.00526866,1777595.5201,5863757.9239
"POINT (1796359.3607 5871879.9608)",170700,Maramarua,267.66011442,267.66011442,1796359.36065,5871879.96075,-37.27897408,175.21484861,1796359.3607,5871879.9608
"POINT (1785028.4141 5859849.3043)",170800,Rangiriri,137.34016866,172.78853536,1785028.4141,5859849.3043,-37.3896672,175.09012212,1785028.4141,5859849.3043
"POINT (1780340.8493 5825824.7748)",170900,Te Akau,804.11799782,816.01916653,1780340.8493,5825824.7748,-37.69707947,175.04556188,1780340.8493,5825824.7748
"POINT (1767652.853 5816008.6493)",171000,Inlets Waikato District,0,65.43013549,1767652.853,5816008.64925,-37.78791463,174.90398521,1767652.853,5816008.6493
"POINT (1790122.0537 5858308.0632)",171100,Te Kauwhata,1.73961842,1.73961842,1790122.05365,5858308.06315,-37.4025191,175.14802087,1790122.0537,5858308.0632
"POINT (1793621.3138 5844025.7151)",171200,Huntly Rural,353.22828303,353.22828303,1793621.31385,5844025.7151,-37.53043725,175.19128309,1793621.3138,5844025.7151
"POINT (1804272.1336 5855609.4283)",171300,Waerenga,261.7261774,261.7261774,1804272.13355,5855609.4283,-37.42381266,175.30852178,1804272.1336,5855609.4283
"POINT (1788963.6389 5843511.9289)",171400,Huntly West,5.77450348,5.77450348,1788963.6389,5843511.9289,-37.53603123,175.13873674,1788963.6389,5843511.9289
"POINT (1791285.2462 5841454.3258)",171500,Huntly East,8.78164968,8.78164968,1791285.2462,5841454.32575,-37.55408564,175.16553246,1791285.2462,5841454.3258
"POINT (1763186.0523 5813492.8146)",171600,Raglan,4.90270989,4.90270989,1763186.05235,5813492.81455,-37.8113872,174.8538483,1763186.0523,5813492.8146
"POINT (1804636.6249 5839259.2497)",171700,Whitikahu,253.62687468,253.62687468,1804636.62485,5839259.2497,-37.5709867,175.3171859,1804636.6249,5839259.2497
"POINT (1770447.3599 5805370.4545)",171800,Te Uku,549.66687502,549.66687502,1770447.35985,5805370.4545,-37.88322634,174.93821165,1770447.3599,5805370.4545
"POINT (1793038.7456 5829811.7342)",171900,Taupiri-Lake Kainui,49.76237579,49.76237579,1793038.7456,5829811.7342,-37.65858387,175.18844215,1793038.7456,5829811.7342
"POINT (1789944.9348 5829495.4955)",172000,Ngaruawahia North,1.15297035,1.15297035,1789944.93475,5829495.49545,-37.66207762,175.15347345,1789944.9348,5829495.4955
"POINT (1789192.2563 5829034.7495)",172100,Ngaruawahia Central,3.84713097,3.84713097,1789192.2563,5829034.7495,-37.66638305,175.14506504,1789192.2563,5829034.7495
"POINT (1789008.8903 5827447.0449)",172200,Ngaruawahia South,4.42383165,4.42383165,1789008.89025,5827447.0449,-37.68072142,175.14339886,1789008.8903,5827447.0449
"POINT (1800669.4694 5829539.839)",172300,Kainui-Gordonton,88.43275822,88.43275822,1800669.46935,5829539.83895,-37.65939637,175.27496356,1800669.4694,5829539.839
"POINT (1790661.8951 5822832.0867)",172400,Te Kowhai,44.94853011,44.94853011,1790661.8951,5822832.08665,-37.72194588,175.16334028,1790661.8951,5822832.0867
"POINT (1787034.9609 5818542.0235)",172500,Whatawhata West,49.90188066,49.90188066,1787034.9609,5818542.0235,-37.76133473,175.12331755,1787034.9609,5818542.0235
"POINT (1794164.6011 5824895.4026)",172600,Horotiu,3.23027786,3.23027786,1794164.6011,5824895.40255,-37.70262644,175.20250653,1794164.6011,5824895.4026
"POINT (1801154.1998 5824316.4159)",172700,Horsham Downs,15.79714053,15.79714053,1801154.19975,5824316.41585,-37.70633361,175.28189629,1801154.1998,5824316.4159
"POINT (1790088.1301 5814133.6642)",172800,Whatawhata East,47.4593307,47.4593307,1790088.13005,5814133.6642,-37.80041059,175.15911148,1790088.1301,5814133.6642
"POINT (1795505.0536 5814444.8547)",172900,Rotokauri,15.64035555,15.64035555,1795505.05355,5814444.8547,-37.79646444,175.22051366,1795505.0536,5814444.8547
"POINT (1806064.6667 5819511.441)",173000,Hamilton Park,46.31012113,46.31012113,1806064.6667,5819511.44105,-37.74851528,175.3389199,1806064.6667,5819511.441
"POINT (1814376.795 5820286.0421)",173100,Eureka-Tauwhare,135.54653096,135.54653096,1814376.79495,5820286.0421,-37.73963043,175.43296094,1814376.795,5820286.0421
"POINT (1807100.8081 5812369.6915)",173200,Tamahere North,18.67399786,18.67399786,1807100.8081,5812369.6915,-37.8125973,175.35271026,1807100.8081,5812369.6915
"POINT (1813330.0287 5813609.813)",173300,Pukemoremore,43.27696467,43.27696467,1813330.02865,5813609.813,-37.79999562,175.42305312,1813330.0287,5813609.813
"POINT (1810265.6907 5808424.2545)",173400,Tamahere South,38.83661417,38.83661417,1810265.6907,5808424.25445,-37.84740377,175.38978183,1810265.6907,5808424.2545
"POINT (1817819.5464 5844438.5784)",173500,Tahuna-Mangateparu,238.93640688,238.93640688,1817819.54635,5844438.57835,-37.52132213,175.46480172,1817819.5464,5844438.5784
"POINT (1832367.5227 5846330.6981)",173600,Mangaiti,258.10559592,258.10559592,1832367.52275,5846330.6981,-37.50073616,175.62867197,1832367.5227,5846330.6981
"POINT (1828825.5301 5830781.1615)",173700,Tatuanui,144.4596486,144.4596486,1828825.5301,5830781.1615,-37.64163374,175.59349461,1828825.5301,5830781.1615
"POINT (1822592.5989 5824576.7753)",173800,Tahuroa,181.86633688,181.86633688,1822592.59885,5824576.77525,-37.69903344,175.52480796,1822592.5989,5824576.7753
"POINT (1823744.6624 5830241.3064)",173900,Morrinsville East,3.87720115,3.87720115,1823744.66235,5830241.3064,-37.64774647,175.53612606,1823744.6624,5830241.3064
"POINT (1822214.6878 5829153.1245)",174000,Morrinsville West,3.90331638,3.90331638,1822214.6878,5829153.12445,-37.65791668,175.51913057,1822214.6878,5829153.1245
"POINT (1839385.4239 5842463.6859)",174100,Te Aroha East,4.68067303,4.68067303,1839385.42385,5842463.68585,-37.53376025,175.70924175,1839385.4239,5842463.6859
"POINT (1838571.7206 5840570.1973)",174200,Te Aroha West,6.29337507,6.29337507,1838571.7206,5840570.19725,-37.55101925,175.70065739,1838571.7206,5840570.1973
"POINT (1844399.9705 5835212.4809)",174300,Waihou-Manawaru,140.78796695,140.78796695,1844399.9705,5835212.48085,-37.59772787,175.76835054,1844399.9705,5835212.4809
"POINT (1838656.5355 5830291.2212)",174400,Waitoa-Ngarua,107.2726301,107.2726301,1838656.5355,5830291.22115,-37.64354365,175.70496716,1838656.5355,5830291.2212
"POINT (1842008.5644 5822141.7491)",174500,Richmond Downs-Wardville,206.66719247,206.66719247,1842008.56435,5822141.7491,-37.71603663,175.7456246,1842008.5644,5822141.7491
"POINT (1840836.8795 5814222.6773)",174600,Waharoa-Peria,74.20316107,74.20316107,1840836.8795,5814222.6773,-37.78764074,175.7349705,1840836.8795,5814222.6773
"POINT (1850647.3847 5815571.3015)",174700,Okauia,120.03151883,120.03151883,1850647.38465,5815571.3015,-37.77286251,175.84579003,1850647.3847,5815571.3015
"POINT (1839284.6594 5804442.2439)",174800,Hinuera,130.31340814,130.31340814,1839284.65935,5804442.2439,-37.87610156,175.72059543,1839284.6594,5804442.2439
"POINT (1844789.3853 5811709.0784)",174900,Matamata North,2.13192328,2.13192328,1844789.38525,5811709.0784,-37.8092195,175.78065623,1844789.3853,5811709.0784
"POINT (1843929.2295 5810811.382)",175000,Matamata South,4.02604771,4.02604771,1843929.2295,5810811.38195,-37.81753128,175.77119821,1843929.2295,5810811.382
"POINT (1852713.5601 5804546.628)",175100,Te Poi,127.85061624,127.85061624,1852713.56005,5804546.62795,-37.87153608,175.87306966,1852713.5601,5804546.628
"POINT (1795692.7312 5821568.6254)",175200,Te Rapa North,9.24363616,9.24363616,1795692.7312,5821568.62535,-37.73226423,175.22072362,1795692.7312,5821568.6254
"POINT (1798094.1951 5822622.1949)",175300,Flagstaff North,1.7641358,1.7641358,1798094.19505,5822622.1949,-37.72225897,175.24766938,1798094.1951,5822622.1949
"POINT (1794810.2642 5819019.0722)",175400,Rotokauri-Waiwhakareke,7.1013538,7.1013538,1794810.26415,5819019.07215,-37.75541514,175.21139966,1794810.2642,5819019.0722
"POINT (1797389.6037 5821842.5395)",175500,Flagstaff South,1.6387606,1.6387606,1797389.60365,5821842.5395,-37.729433,175.23989195,1797389.6037,5821842.5395
"POINT (1799639.3515 5823126.7257)",175600,Rototuna North,2.66472937,2.66472937,1799639.3515,5823126.72565,-37.71737955,175.26505049,1799639.3515,5823126.7257
"POINT (1796955.8434 5820743.9643)",175700,Pukete West,0.8397182,0.8397182,1796955.8434,5820743.9643,-37.73942064,175.23527085,1796955.8434,5820743.9643
"POINT (1798598.409 5821288.7924)",175800,Flagstaff East,1.80597939,1.80597939,1798598.40895,5821288.79235,-37.73415885,175.25375047,1798598.409,5821288.7924
"POINT (1799644.5981 5822100.2679)",175900,Rototuna Central,1.44366123,1.44366123,1799644.59805,5822100.26785,-37.72662295,175.26539165,1799644.5981,5822100.2679
"POINT (1797756.1378 5820481.7456)",176000,Pukete East,1.09134429,1.09134429,1797756.13775,5820481.74555,-37.74160973,175.24441842,1797756.1378,5820481.7456
"POINT (1801105.8435 5822111.8672)",176100,Te Manatu,1.32591108,1.32591108,1801105.8435,5822111.86715,-37.72619876,175.28195734,1801105.8435,5822111.8672
"POINT (1800019.6128 5820995.6307)",176200,Rototuna South,1.97767227,1.97767227,1800019.6128,5820995.63075,-37.73648973,175.26994776,1800019.6128,5820995.6307
"POINT (1797415.1247 5818291.0879)",176300,Te Rapa South,3.91540699,3.91540699,1797415.1247,5818291.08795,-37.76141322,175.24114614,1797415.1247,5818291.0879
"POINT (1798239.723 5819193.6127)",176400,Saint Andrews West,1.00595172,1.00595172,1798239.72295,5819193.6127,-37.75310645,175.25025439,1798239.723,5819193.6127
"POINT (1799245.4737 5819142.5277)",176500,Saint Andrews East,1.59423372,1.59423372,1799245.47365,5819142.5277,-37.75334806,175.26167671,1799245.4737,5819142.5277
"POINT (1799659.3519 5819897.8903)",176600,Queenwood (Hamilton City),1.48862883,1.48862883,1799659.3519,5819897.8903,-37.74645488,175.26616377,1799659.3519,5819897.8903
